AGI,GAI,GIA
AHI,HAI
RIVI,VIRI
RIVO,ROVI,VIRO
RUNA,URNA
RUNE,URNE
SETE,TESE
SITI,TISI
STIE,TESI
SVII,VISI
SVIO,VISO
TABU,TUBA
TACE,TECA
TOUR,TURO,URTO
TURI,URTI
VAGO,VOGA
VATI,VITA
VECI,VICE
VETI,VITE
ABATE,BEATA
ABATI,ABITA,BAITA
ABBAI,ABBIA
ABBUI,UBBIA
ABETE,BEATE,TEBEA
ABETI,BAITE,BEATI,BIETA
ABILE,BALIE
ABILI,ALIBI,BAILI,BALII,BILIA,LIBIA
ABITI,TIBIA
ABITO,BOATI,TOBIA
ABOLI,ALBIO,ALOBI,BAILO,BALIO,LOBIA,OBLIA,OLBIA
ABUNA,BUANA
ACARI,CARIA
ACCIO,CACIO
ACERI,CARIE,CREAI,ERICA,RECAI
ACERO,COREA
ACETA,ACTEA
ACETI,ETICA
ACIDA,DACIA
ACIDE,DACIE,EDACI
ACILE,ALICE,CALIE,CELAI,CELIA,ELICA,LICEA
ACILI,ALICI,LAICI,LICIA
ACINI,ANICI,CIANI
ACINO,ANCOI,CAINO,CIANO,CONIA,ICONA,INACO,ONCIA
ACORI,ICARO
ACUMI,UMICA
ACUTA,CAUTA
ACUTE,CAUTE
ACUTI,CAUTI,UTICA
ACUTO,CAUTO
ADAGI,GIADA
ADALI,ALIDA,DALIA,LAIDA
ADENO,ADONE
ADERI,ADIRE,ARIDE,DAREI,IARDE,RIEDA
ADESI,SEDAI,SEDIA,SIEDA
ADIBI,BIADI
ADIGE,EGIDA,GIADE
ADIMA,MADIA
ADIMO,AMIDO,DIAMO,DOMAI
ADIPE,APIDE,PIADE
ADIPI,APIDI
ADIRA,ARIDA,DARAI,IARDA,RADIA
ADIRI,ARDII,ARIDI,DIARI,DIRAI,IDRIA,RADII,RIDAI,RIDIA
ADIRO,ADORI,ARIDO,DARIO,RADIO,RODIA
ADITA,DATAI
ADITE,DEITA,DIATE,DIETA,EDITA,TAIDE,TEDIA,TIADE
ADITI,TIADI
ADITO,DOTAI
ADIVA,AVIDA
ADONI,ANODI,DAINO,DIANO,DONAI
ADORO,ODORA
ADULA,LAUDA
ADULI,DUALI,DULIA,LAUDI
ADUSI,SUDAI
AFATI,FIATA
AFELI,FIALE
AFFAR,FARFA,RAFFA
AFIDE,FAIDE
AFIDI,FIDAI,FIDIA
AFNIO,AFONI,FONIA
AFOSI,SOFIA
AFTER,FRATE
AGAMI,GAMIA,MAGIA
AGAPI,PAGAI,PIAGA
AGATE,GAETA
AGAVI,AGIVA,GIAVA
AGILE,ALGIE,GELAI,LEGAI
AGILI,LIGIA
AGIRA,GIARA,GRAIA,RAGIA
AGIRE,EGIRA,GAIRE,GIARE,GRAIE,RAGIE,REAGI,REGIA
AGIRO,ORGIA
AGITA,TAIGA
AGIVO,GIOVA,OGIVA,VOGAI
AGLIA,ALGIA
AGLIO,GOLIA,LOGIA
AGNUS,SUGNA
AGONE,GENOA
AGONI,ANGIO,GIANO,GIONA
AGORE,EROGA
AGUTI,GUATI
AGUTO,GUATO
AIOLI,OLIAI
AIONE,AONIE
ALANI,ANALI,INALA,LIANA
ALATE,ALTEA,TALEA
ALATI,ALITA,ALTAI,ITALA
ALCHE,CHELA
ALCOL,CALLO,COLLA
ALDIO,ALIDO,IDOLA,LAIDO,LODAI
ALENA,ANALE,ANELA
ALESA,ESALA
ALESO,ALOSE,ASOLE,ESALO,SOLEA
ALGOL,GALLO
ALIAS,SALAI
ALIDE,DALIE,LAIDE,LEIDA
ALIDI,LAIDI,LIDIA
ALIMI,LIMAI,MILIA
ALIMO,AMILO,IMOLA,LAMIO
ALITE,ITALE,LIETA,TELAI
ALITI,ITALI
ALITO,ILOTA,ITALO
ALLEE,LEALE
ALLEI,IELLA,LEALI
ALLEN,NELLA
ALMEA,AMALE
ALONE,ANELO
ALONI,INALO
ALOSA,ASOLA
ALTEE,LETEA,TALEE
ALTER,ALTRE,TARLE
ALTRA,LATRA,TARLA
ALTRI,LATRI,TARLI,TRIAL
ALTRO,LATRO,OLTRA,TARLO
ALVEI,LEVAI,LIEVA,VELAI,VELIA,VIALE
ALVEO,AVOLE,OVALE
AMALI,LAMIA,MALIA
AMANO,MAONA
AMARE,AMERA,MAREA
AMARI,ARMAI,MARIA,RAMAI,RAMIA,RIAMA
AMARO,AROMA
AMARU,MAURA
AMASI,ASIMA,SAMIA
AMATI,TAMIA
AMBIO,BIOMA
AMBRA,BRAMA
AMBRE,BERMA,BRAME,BREMA
AMENA,EMANA
AMENE,NEMEA
AMENI,AMINE,ANIME,EMANI,MAINE,MANIE,MENAI
AMENO,ANEMO,EMANO,MAONE,NOEMA,NOMEA
AMERO,AMORE,ORMEA,ROMEA
AMICI,MICIA
AMIDE,MADIE,MEDIA
AMINA,ANIMA,MANIA
AMINO,AMNIO,ANIMO,IMANO,MOINA,OMNIA
AMOMI,MIOMA
AMORI,AROMI,MAORI,MARIO,MORIA,OMARI,ORMAI,RIAMO
AMPIE,EMPIA
AMPIO,OPIMA,POMAI
AMPLI,LAMPI,PALMI
ANACE,CANEA
ANACI,ANCIA,CIANA
ANARI,ARNIA
ANCOR,CORNA,NARCO,RANCO,RONCA
ANDAI,DIANA
ANDAR,ANDRA,RANDA
ANDRO,NARDO,RADON,RONDA
ANELE,ELENA
ANELI,ANILE,LIANE,LINEA
ANETI,ETANI,ETNIA,NATIE,TAINE,TEINA,TENIA
ANETO,ANTEO,ATONE,ETANO,TEANO
ANGAR,GRANA,RAGNA
ANGLA,LAGNA
ANGLE,GLENA,LAGNE,LANGE,LEGNA
ANGLI,LAGNI
ANGLO,LAGNO,LONGA
ANGUI,GUANI
ANICE,CENAI,CIANE,NICEA
ANILI,INALI
ANIMI,IMANI,MINIA
ANISO,ANSIO,ASINO,SIANO,SONAI
ANNAM,MANNA
ANNUI,NIUNA
ANOBI,BOINA
ANSIA,ASINA,SANAI
ANSIE,ASINE,ESANI,SANIE,SIENA
ANTRI,INTRA,NITRA,TIRAN,TRANI,TRINA
ANTRO,TORNA
ANURA,RAUNA
ANURI,RAUNI,RUINA,URANI,URINA
ANURO,NUORA,URANO
ANZIO,AZONI,ZAINO
AORTA,ARATO,ARTOA,ORATA
AORTE,ARTOE,ORATE,RATEO,REATO,ROTEA,TOREA
AOSTA,OSATA
APALE,PALEA
APICE,EPICA,PECIA,PIACE,PICEA
APICI,CAPII,PIACI
APINA,PANIA,PIANA
APINE,PANIE,PEANI,PENAI,PENIA,PIANE,PIENA
APIRA,ARPIA,PARIA,PRAIA,RAPAI
APIRE,ARPIE,PAREI,PARIE,PIARE,PIERA,PRAIE
APIRI,APRII,RAPII
APIRO,PARIO,PORIA
APNEA,NAPEA,PEANA
APNEE,NAPEE
APODI,PIODA
APPAI,APPIA,PAPAI
APPIO,OPPIA
APULI,PAULI
APULO,PAULO
ARABI,BARAI,BARIA
ARABO,BOARA
ARANO,ROANA
ARARE,ARERA,RARAE
ARATE,ATARE
ARATI,IRATA,TAIRA,TARAI,TIARA
ARAVA,AVARA
ARAVI,AVARI,AVRAI,VARIA
ARAVO,AVARO
ARCHI,RACHI
ARCTO,CORTA,TORCA
ARCUA,RAUCA
ARCUI,CURAI,CURIA,URICA
ARCUO,RAUCO
ARDEE,EDERA
ARDUI,DURAI,UDIRA
ARENI,ARNIE,ERNIA,REINA,RENAI
ARENO,ERANO,ONERA,ROANE
ARERO,ORARE
ARGON,GRANO,RAGNO,RANGO,ROGNA
ARGOT,GRATO,TARGO,TRAGO
ARGUI,GIURA,GUARI
ARILE,ILARE,REALI
ARILI,ILARI
ARINO,NORIA,ORINA,ORNAI,RAION,RIANO,ROANI
ARLES,LASER,SALER
ARTOI,ATRIO,IATRO,IRATO,RATIO,TROIA
ASARI,RASAI,SARAI
ASCII,SCIAI
ASCRA,SACRA
ASDIC,SCADI
ASILI,SALII
ASILO,ASOLI,ISOLA,SOLAI
ASIME,ESAMI,SAMIE,SEMAI
ASINI,SINAI
ASPIC,CISPA,PACIS,PASCI,SCAPI,SPICA
ASPRA,PARSA,RASPA,SAPRA,SPARA
ASPRE,PARES,PARSE,PERSA,PRESA,RASPE,SAPER,SERPA,SPERA
ASPRI,PARSI,RASPI,SAPRI,SARPI,SPARI,SPIRA
ASPRO,PARSO,POSAR,PROSA,RASPO,SAPOR,SAPRO,SOPRA,SPARO,SPORA
ASTER,ESTRA,RATES,RESTA,SARTE,STARE,TERSA
ASTIO,OSATI,OSTIA,STAIO,TIASO,TOSAI
ASTON,SANTO,STANO,STONA
ASTRI,SARTI,SITAR,STARI,STIRA,STRIA,TARSI,TRIAS
ASTRO,ROAST,ROSTA,SARTO,SORTA,STARO,TARSO
ATAVI,AVITA,IVATA
ATAVO,OVATA
ATENE,ETNEA
ATOMI,TOMAI,TOMIA
ATONI,NATIO,NOTAI,TONIA
ATOUT,ATTUO,TATUO,TAUTO
ATRII,IRATI,TIRAI
ATTUA,TATUA
ATTUI,TATUI
AULOS,SUOLA
AVANT,VANTA
AVARE,VAREA
AVEAN,AVENA
AVERE,VAREE
AVERI,AVREI,IVREA,VARIE
AVIDE,EVADI
AVIDO,VIADO
AVITE,EVITA,IVATE,VIETA,VITAE
AVITI,IVATI
AVITO,IVATO,OVATI,VOTAI
AVOLA,OVALA
AVOLI,OLIVA,OVALI,VIOLA,VOILA,VOLAI
AVORI,OVARI,ROVAI,VARIO
AVUTO,VUOTA
AVVII,VIVAI
AVVIO,OVVIA
BABBO,BOBBA
BACAI,BACIA
BACCO,BOCCA
BACIE,BIECA
BACIO,BOCIA
BACON,BANCO
BADAI,BADIA,BIADA
BADEN,BANDE,BENDA
BADIE,BIADE
BAFFI,BIFFA
BAGNI,BANGI
BAGNO,GABON
BALCO,CABLO
BALDO,DOBLA
BALIA,LABIA
BALLE,BELLA,LABEL
BALLO,BOLLA
BALME,MELBA
BALSE,BLASE,BLESA,SABLE
BALTA,TABLA
BALTE,BELTA
BAMBI,BIMBA
BAMBO,BOMBA
BANDI,BINDA
BARBE,EBBRA
BARBI,BIRBA,RABBI
BARCA,BRACA
BARCO,BRACO,BROCA,CARBO,COBRA,CORBA
BARDA,BRADA
BARDE,BRADE,BREDA
BARDI,BRADI,BRIDA
BARDO,BOARD,BORDA,BRADO,BRODA
BARIE,BEIRA,ERBAI
BARIN,BRAIN,BRANI,BRINA
BARIO,BOARI,BORIA
BARRE,BERRA,BRERA
BARRI,BIRRA
BARRO,BORRA
BASCA,CASBA
BASIC,BISCA
BASSE,BESSA
BASSI,BISSA
BASSO,BOSSA
BASTO,SABOT
BATTE,BETTA
BATTI,BITTA
BATTO,BOTTA
BEANO,BEONA,EBANO
BEARE,EBREA
BEATO,BEOTA
BECCO,BOCCE
BECHI,BICHE
BEFFI,BIFFE
BEGLI,BELGI
BEINO,BEONI,NIOBE
BEISA,SABEI
BELGA,GLEBA
BELII,BILIE,IBLEI
BELIO,IBLEO,OBELI
BELLO,BOLLE
BENDI,BINDE
BENSI,IBSEN
BENZO,BONZE
BEOTE,TEBEO
BEOTI,BOITE
BERCI,BIRCE,BRICE
BERLI,LIBRE
BERLO,BOREL
BERMI,BREMI
BERNI,BRINE,NERBI
BERRO,BORRE
BERSI,BRISE,RIBES,SERBI
BERSO,BORSE,SERBO,SORBE
BERTI,TERBI
BERVI,BREVI,VERBI
BERZA,ZEBRA
BERZE,ZEBRE
BESCI,BISCE
BEZZI,BIZZE
BEZZO,BOZZE
BIAVO,BIOVA
BIECO,OBICE
BIETE,EBETI,TEBEI
BIGHE,GHEBI
BIMBO,BOMBI
BIODI,BOIDI
BIRBE,EBBRI,REBBI
BIRRO,BORRI
BISSO,BOSSI
BITTE,TIBET
BITTO,BOTTI
BIUTA,TUBAI
BIZZO,BOZZI
BLENO,NOBEL
BLESI,LESBI,SLEBI
BLESO,BOLSE,LESBO,SLEBO
BLOOM,LOMBO
BLUES,BLUSE
BOARE,BOERA,BOREA,OBERA
BOCII,OBICI
BOERE,EBREO,EREBO
BOERI,BOREI,BORIE,ERBIO,IBERO,OBERI
BOERO,OBERO
BOLGE,GLOBE
BOOLE,OBELO
BOOMS,SBOOM
BORDE,BRODE
BORDI,BRODI
BORDO,BRODO
BORIO,OROBI
BORNI,BRINO
BORSA,BRASO,SORBA
BOTRI,TORBI
BOTRO,ROBOT,TORBO
BRAGI,BRIGA,GABRI,GARBI
BRAGO,GARBO
BRAMO,OMBRA,RAMBO,ROMBA
BRASA,SABRA
BRASI,BRISA,SABIR
BRAVE,BREVA
BRAVI,VIBRA
BRAVO,BROVA
BREMO,OMBRE,ROMBE
BRIEF,FIBER,FIBRE
BRIGO,BROGI
BROLI,LIBRO
BROMI,MORBI,ROMBI
BROMO,MORBO,OMBRO,ROMBO
BRULE,BURLE
BRUMA,BURMA,RUMBA,UMBRA
BRUME,RUMBE,UMBRE
BRUTA,TURBA
BRUTE,TURBE
BRUTI,TRIBU,TURBI
BRUTO,TURBO
BUBER,BURBE
BUCAI,CUBIA
BUGIA,GIUBA
BUINA,NUBIA
BURLI,RUBLI
BURLO,RUBLO
BURRI,RUBRI
BURRO,RUBRO
BUSCA,SBUCA
BUSCO,SBUCO
BUSES,BUSSE
CACCI,CICCA
CADER,CARDE,CREDA
CADRA,CARDA
CADRO,CARDO,CORDA,CRODA
CAFFO,COFFA
CALAI,CALIA,LAICA
CALAR,CARLA
CALCA,LACCA
CALCE,LACCE,LECCA
CALCI,LACCI
CALLE,CELLA
CALMI,CLIMA
CALMO,COLMA
CALVA,CLAVA
CALVE,CLAVE
CALZO,COLZA
CANGI,CIGNA,GANCI
CANOA,COANA
CANOE,COANE
CANTA,TANCA
CANTI,CINTA,TINCA
CANTO,CONTA
CAPOC,PACCO
CAPPE,CEPPA
CAPRA,CARPA,CRAPA,PARCA
CAPRE,CARPE,CREPA
CAPRI,CARPI
CAPRO,CARPO,COPRA,PARCO,PORCA
CAPUT,TUPAC
CARCO,ROCCA
CARDI,DARCI
CARME,CREAM,CREMA,MACRE,MARCE,MERCA
CARMI,MACRI,MARCI
CARNE,CERNA,RANCE
CARNI,CRANI,RANCI
CARRE,RACER,RECAR
CARRO,CORRA
CARTE,CERTA,CETRA,CRETA,TRACE
CASAL,LASCA,SCALA
CASCA,SACCA
CASCO,COSCA,SACCO,SOCCA
CASSE,CESSA,SCESA
CASTA,TASCA
CASTE,CESTA,STECA
CASTI,CISTA
CASTO,COSTA,SCOTA,TOSCA
CASUS,SCUSA
CAULI,LUCIA
CAVAI,CAVIA
CAVES,SCEVA
CAVIE,VECIA
CAZZO,COZZA
CEDRI,CREDI
CEDRO,CORDE,CREDO,CRODE
CEDUA,EDUCA
CEDUO,EDUCO
CEFFO,COFFE
CELIE,LICEE
CELTI,LICET
CENCI,CINCE,NECCI
CENSI,CINSE,NESCI
CENTO,CONTE,TECNO
CEPPO,COPPE
CERCI,CIRCE,RICCE
CERCO,CROCE,ROCCE
CEREI,ERICE
CEREO,COREE,OCREE
CERIO,ICORE
CERNO,NECRO
CERRO,CORRE
CERTE,CETRE,CRETE
CERTO,CORTE,RECTO,TORCE
CERVO,CORVE,COVER
CESIO,SOCIE
CESPI,CISPE,PESCI,PISCE
CESPO,PESCO,SCOPE,SPECO
CESSI,SCESI
CESSO,COSSE,SCESO
CESTI,CISTE
CESTO,COSTE,SCOTE
CHEPI,PICHE
CHETE,TECHE
CHILO,LOCHI,OLCHI
CHIMI,MICHI
CHOPE,POCHE
CICLI,LICCI
CIELI,LICEI,LICIE
CIELO,COLEI,LICEO
CIFRA,FARCI
CIGNE,CINGE
CINSI,INSCI
CINTI,NICTI
CINTO,CONTI,NICTO
CIPPO,COPPI
CIPRO,COPRI,CORPI,PORCI
CIRCA,RICCA
CIRCI,RICCI
CIRCO,CROCI,RICCO
CIRRO,CORRI
CISTI,SCITI
CITAI,ITACI
CIUCO,CUCIO,CUOCI
CLERI,LERCI
CLETO,COLTE
CLINE,LENCI,LINCE
CLINI,LINCI
CLONI,NICOL
CLONO,COLON
CLORI,LOCRI
CLORO,COLOR
CLOUS,LOCUS,LUSCO,SCULO
COCHE,OCCHE
COEVA,EVOCA
COEVI,VECIO
COEVO,EVOCO
COGLI,GLICO
COITI,ICTIO,OTICI
COITO,OTICO
COLAI,LAICO,LOICA
COLME,MOLCE
COLMO,MOLOC
COLPA,PALCO,PLACO,POLCA
COLPI,PLICO
COLSI,SCOLI,SICLO
COLTA,OCTAL,TALCO
COLUI,LUCIO,OCULI
CONCA,NOCCA
CONDI,DICON
CONII,ONICI
CONIO,ICONO,ONICO
COPIE,EPICO,PEOCI,PICEO
COPRE,CREPO
COPRO,CORPO,PORCO
CORAM,CROMA,MACRO,MARCO
CORMI,CROMI,MICRO
CORMO,CROMO
CORNO,CRONO,RONCO
CORSA,OSCAR,SACRO,SARCO,SORCA
CORSE,CRESO,SCORE
CORSI,SCRIO,SORCI
CORTI,TORCI,TRICO
CORTO,TORCO
COSCE,SECCO
COSCI,SOCCI
COSFI,FISCO,SCIFO,SFOCI
COSMI,MOSCI
COSMO,MOSCO
COSTI,SCOTI,STICO
COSTO,SCOTO,TOSCO
COURT,TURCO
CRASI,SACRI,SCRIA
CREME,MERCE
CREMI,MERCI
CREMO,CROME,MERCO
CREPE,PRECE
CREPI,PRECI
CRESI,SCRIE
CRISI,SCRII
CROCO,ROCCO
CRUDO,CURDO
CULPA,PULCA
CUNEO,NUOCE
CUORI,CURIO,URICO
DAGLI,GILDA,GLADI
DAINI,INDIA
DALLE,DELLA
DANNO,DONNA
DANTE,TENDA
DARDI,RIDDA
DARLA,LADAR,LADRA
DARLE,LADRE
DARLI,DIRLA,LADRI,LARDI,LIDAR
DARLO,LADRO,LARDO,LODAR,LORDA
DARMI,MADRI
DARNE,RANDE,REDAN,RENDA
DARSI,RAIDS,SARDI,SDRAI
DARTI,TARDI,TRADI
DATTI,DITTA
DEGLI,GILDE
DEGNO,GENDO
DELTA,TALED
DEMMO,MODEM
DENSO,SONDE
DENTE,TENDE
DENTI,TENDI
DERMA,MADRE,MERDA
DERMO,DORME,MORDE
DESII,ISIDE,SIEDI
DESIO,ESODI,SIEDO
DESSI,DISSE
DESTA,SDATE
DETTI,DITTE
DETTO,DOTTE
DIETE,EDITE
DIODI,IDDIO
DIPOI,PODII
DIREI,IRIDE,RIEDI
DIRLO,LORDI
DIRNE,RENDI
DIRSI,SIDRI
DISFA,SFIDA
DISTA,SDATI,STADI
DOLIO,IDOLO
DOLLY,LLOYD
DOLSI,SOLDI
DORMA,MORDA
DORMI,MORDI
DORMO,MORDO
DORSI,SIDRO,SORDI
DORSO,SDORO,SORDO
DOVEI,VIDEO
DOVER,VEDRO
DRAGA,GARDA,GRADA
DRAGO,DROGA,GODRA,GRADO
DRANG,GRAND
DRIVE,VERDI
DRUPE,PRUDE
DUALE,LAUDE
DULIE,EDULI,ELUDI,LEUDI
DUOLE,ELUDO,LEUDO
DUOMI,UMIDO
EBETE,TEBEE
EBREI,EREBI
EDEMA,MEDEA
EDEMI,MEDIE
EDERE,EREDE
EDIPO,EPODI
EDITO,TEDIO,TIDEO
EDULE,ELUDE
EFEBO,FEBEO
EFORI,FIERO,FIORE
EFORO,ORFEO
EGIRE,ERIGE,REGIE
ELENI,LINEE
ELEVI,LIEVE,VELIE
ELEVO,VOLEE
ELGAR,GERLA,LAGER,LEGAR
ELISE,ESILE
ELISI,ESILI
ELISO,ISOLE,SOLEI
ELITE,ETILE,LETEI,LIETE
ELUSA,ESULA
ELUSE,ESULE
ELUSI,ESULI
ELUSO,SUOLE
EMATO,MEATO
EMIRO,MOIRE,MORIE,OMERI,ROMEI
EMPIO,MIOPE,OPIME,POEMI
EMULA,LUMAE
EMULI,UMILE
EMULO,OLEUM
ENFIA,FAINE
ENFIO,FIENO
ENOLI,LEONI,LIONE
ENOLO,OLONE
